,Unnamed: 0,Description
679,679,job clinical scientistproject description client small biopharmaceutical organization looking senior clinical scientist join team looking senior level clinician come assist overseeing strategy execution multiple clinical trials important person person strong experience oversight execution phase ii clinical trials day day responsibilities consultant contributing execution strategy multiple ongoing clinical trials responsible writing protocols trials trials focused infectious disease space vaccines person well involved data reviews writing protocol abbreviations much day day streamlining deadlines stakeholders preferred person strong data science epidemiology background required skills pharmd phd clinical science experience protocol experience phase ii trial experience preferred data science experience pharmd phd
680,680,job must haves also bold underlined original jd spark scala azure must data analysis sql must well use jenkins git well power bi contract time visa candidates fine fully remote ready interview hire asap eip project must able data analysis databrickspython scala spark main need little pyspark thrown azure data factory azure important already aws folks team need azure driving factor opening reqs fhir healthcare knowledge would helpful necessary rounds interviews doubts live coding exercise sure manager said need immediate key responsibilities design implement scalable data processes focused fulfilling product requirements large complex components influencing overall product architecture patterns autonomously implement component design line pre defined data elt etl architectural patterns partner business technical strategic product stakeholders manage project commitments agile framework rapidly delivering value customers via technology solutions develop construct test document maintain data pipelines identify ways improve data reliability efficiency quality design develop resilient reliable scalable self healing solutions meet exceed customer requirements ensure parts application eco system thoroughly effectively covered telemetry focus automation quality streamlining new existing data processing create data monitoring capabilities business process work data consumers updates data processes develop data pipelines using python spark scala automate orchestrate data pipelines using azure data factory delta live tables help maintain integrity security company data communicate clearly effectively oral written forms able present demonstrate work technical non technical stakeholders required qualifications undergraduate degree equivalent experience minimum years experience software engineering minimum years experience big data processing batch streaming data data includes file systems data structures databases automation security messaging movement etc minimum years experience python spark developing data processing pipelines minimum years etl programming experience databricks using scala java minimum years supporting extensive data analysis using advanced sql concepts window functions minimum years experience working large scale programs multiple concurrent projects minimum years experience agile methodologies test driven development experience continuous development integration ci cd devops skills jenkins git azure devops git actions strong written oral communications along presentation interpersonal skills ability lead delegate work across members data engineering team preferred qualifications minimum years cloud experience preferably azure minimum years experience databricks big data platforms minimum years automation orchestration experience using azure data factory experience familiarity data across healthcare provider domains e patient provider encounter billing claims eligibility etc familiarity experience clinical data exchange formats like hl fhir ccd etc familiarity experience fhir resources data model experience big data processing healthcare domain cloud development computing knowledge cutting edge technologies ai client blockchain wearables iot knowledge experience microservice design java spring kafka rabbitmq ability willingness explore learn new technologies techniques job
681,681,job role based site redwood city redwood shores california role ra proteomics research scientist opportunity work team experts across engineering data science biochemistry develop cutting edge mass spectrometry based multi omics technologies design implement proteomics experiments optimize sample preparation data acquisition methods evaluate implement new technologies evolve multi omics platform excellent communication presentation skills able share experimental results team significant impact development breakthroughs fast paced young company r environment passion proteomics hands experience lc ms ms instrumentation sample preparation data processing interpretation enjoy working independently collaboratively role perfect responsibilities goals contribute multidisciplinary team scientists across domains engineering data science biochemistry develop mass spectrometry based multi omics technologies partner scientists team design development implementation proteomics experiments support research contribute novel proteomics sample preparation data acquisition methods continually evaluate technologies provide insights strategies implementation cutting edge proteomics technologies expertise evolve multi omics platform communicate recent experimental results internal multidisciplinary team operate maintain troubleshoot variety new mass spectrometers document results analyses investigations reproducible manner communicate insights experts non experts expected independently dive relevant scientific publications background qualifications b biochemistry analytical chemistry years relevant industry experience phd mass spectrometry based proteomics must hands experience operation hrms instrumentation e g orbitrap qtof ims tof etc chromatography hands experience sample preparation e g immuno enrichment isobaric isotopic labeling peptide fractionation etc hands experience optimizing developing new sample preparation lc ms methods protein ptm profiling must work well small team setting ability work independently collaboratively meeting deadlines highly organized exceptional attention details strong documentation skills excellent communication presentation skills well desire work across functional teams desire focus breakthroughs exciting fast paced startup r environment broad knowledge mass spectrometry based proteomics mass spec technologies basic experience ms based proteomics data processing interpretation experience multiple ms acquisition modalities e dia prm mrm dda etc experience metabolomics plus
682,682,job development scientist assists evaluation implementation new technologies ideal candidate coordinator stability program position involve assisting writing stability protocols reports executing testing timepoints keeping program overall compliance quality system procedures position involve assisting evaluation implementation data quality identification need repeat testing required duties may also include performing additional experiments defined planned supervisor position requirements b years experience laboratory setting technical analytical expertise preferred working automated instruments assay experience also preferred strong communication skills ability work multidisciplinary team environment must possess organization skills ability problem solve adaptability flexible work rapidly changing task oriented environment managing variety tasks
683,683,job br introduction ibm work job calling build design code consult think along clients sell make markets invent collaborate something better attempt things never thought possible ready lead new era technology solve world challenging problems lets talk role responsibilities looking hire research scientist rs research staff member rsm theory quantum computing information group ibm tj watson research laboratory yorktown heights ny almaden ca lab ideal candidate would graduate degree physics computer science mathematics engineering related field would several years research experience quantum error correction fault tolerant quantum computing quantum information related areas job entails high degree autonomy ability collaborate others research development environment candidates expected publish present high impact results work closely members team position located yorktown heights ny almaden ca required technical professional expertise least years experience quantum computing theory required education doctorate degree preferred technical professional expertise least years research experience quantum computing error correction fault tolerance quantum algorithms quantum information proven record research accomplishment business unit ibm quantum industry first initiative build universal quantum computers business engineering science job requires provide covid vaccination status supporting documentation legally permissible life ibm world technology never stands still understand dedication clients success innovation matters trust personal responsibility relationships lives ibmers strive catalyst makes world work better ibmer means able learn develop career encouraged courageous experiment everyday whilst continuous trust support environment everyone thrive whatever personal professional background ibmers growth minded always staying curious open feedback learning new information skills constantly transform company trusted provide going feedback help ibmers grow well collaborate colleagues keeping mind team focused approach include different perspectives drive exceptional outcomes customers courage ibmers make critical decisions everyday essential ibm becoming catalyst progress always embracing challenges resources hand attitude always striving outcome focused approach within everything ready ibmer ibm ibm greatest invention ibmer believe application intelligence reason science improve business society human condition bringing power open hybrid cloud ai strategy life clients partners around world restlessly reinventing since one largest corporate organizations world also one biggest technology consulting employers many fortune companies relying ibm cloud run business ibm pride early adopter artificial intelligence quantum computing blockchain time join us journey responsible technology innovator force good world location statement ibm offers competitive comprehensive benefits program eligible employees may access healthcare benefits including medical prescription drug coverage dental vision mental health well financial programs k ibm employee stock purchase plan financial counseling life insurance short long term disability coverage opportunities performance based salary incentive programs generous paid time including holidays minimum hours sick time hours vacation weeks parental bonding leave accordance ibm policy paid care leave programs ibm also offers paid family leave benefits eligible employees required applicable law training educational resources personalized ai driven learning platform ibmers grow skills obtain industry recognized certifications achieve career goals diverse inclusive employee resource groups giving volunteer opportunities discounts retail products services experiences compensation range benefits position based full time schedule full calendar year salary vary depending job related skills experience location pay increment frequency pay accordance employment classification applicable laws part time roles compensation benefits adjusted reflect hours benefits may pro rated start working calendar year consider qualified applicants criminal histories consistent applicable law ibm ibm committed creating diverse environment proud equal opportunity employer qualified applicants receive consideration employment without regard race color religion gender gender identity expression sexual orientation national origin genetics pregnancy disability age veteran status characteristics ibm also committed compliance fair employment practices regarding citizenship immigration status
684,684,job dedicated group scientists physicians businesspeople working together toward one goal discover develop therapies unleash power body immune system treat potentially cure cancer passionate work every day agenus deliver promise immuno oncology looking inspired environment passionate colleagues culture nurtures learning innovation team success invite join us role senior principal clinical scientist key member clinical development team planning conduct analysis reporting clinical studies position expected work independently across functional teams lead manage others ensure timely execution clinical development plan successful candidate work independently conjunction medical director medical monitor development protocols analysis clinical trial data literature searches summary key data closely collaborates clinical operations overall conduct timely execution clinical trials works collaboration key stakeholders development clinical program strategy activities towards achieving corporate objectives role specific tasks projects skills short long term objectives management responsibilities author review key technical clinical documents including limited clinical study protocols clinical study reports investigator brochures annual reports clinical sections regulatory submissions conjunction clinical operations team participate selection investigators clinical sites vendors including cro accountable clinical scientific execution clinical protocol accountable scientific aspects implementation conduct clinical trial internal external stakeholders e g investigator meeting presentations data review summary protocol deviation review etc create maintain clinical development plans aligned key strategic documents eg target product profile develop perform clinical data review plans clinical studies participate prepare presentations scientific meetings dsmb steering committees scientific advisory boards etc builds relationships external scientific clinical thought leaders assist authoring abstracts preparation posters presentations external presentation assist development clinical trial data collection edc system case report forms crfs assist analysis clinical trial data needed coordinate efforts collaborate internal stakeholders e regulatory translational biostatistics pharmacology toxicology allow efficient execution clinical studies able work independently well contribute part interdisciplinary team maintain flexibility meet deadlines respond frequent unexpected changes qualifications minimum education experience preferred bsn ms phd pharmd equivalent clinical research experience years minimum senior years minimum principal advanced degree candidates preferred strong scientific knowledge skillset prior industry experience preferred oncology experience preferred relevant experience considered broad solid understanding functional areas drug development including limited preclinical clinical operations regulatory pharmacovigilance drug supply biometrics including biostatistics data management candidates must possess highly effective communication skills fluent english language written verbal ability understand interpret communicate clinical information including literature reviews competitive intelligence changing treatment paradigms order apply knowledge support robust overall clinical development strategy critical traits success include strategic proactive thinking strong scientific analytical skills decisiveness ability perform respected team member l eader ability work independently organize priorities deliverables candidate detail oriented self starter comfortable broad responsibilities entrepreneurial fast paced small company environment agenus delighted provide comprehensive benefits plan including following highly competitive inclusive medical dental vision coverage options flexible spending accounts medical expenses dependent care expenses flexible vacation plan time move speed light matters achieve many hours clock accrue want people take breaks need time philosophy agenus freedom take time lead clarity creativity innovation rested refreshed eyes flexible vacation plan agenus limit amount vacation take allow take vacation time need fulfilling job responsibilities making meaningful contributions mission care com memberships education assistance program k match financial planning tools employee stock purchase plans employee assistance program catered lunch lexington location free parking
685,685,job client major defense contractor seeking expand security research team working national security customers sole source contract fully internally staffed team exceptionally experienced well recognized previous work field whether looking develop current skill set already recognized contributions field find work pushing edge security research donedegree degree matter break things experience kernel development popular osesexperience using c c python scripting languagesfamiliarity least one common low level architecture x arm mips etc experience reverse engineering ida pro ghidra winddg binary ninja etc familiarity modern exploit mitigation techniques counter measuresdeveloped proof concept codeactive clearance poly required even betterexperience developing covert applications command control c techniquesprotocols knowledge ip serial based protocols work reverse format including checksums macs encoding formats http xml etc familiarity vulnerability researchexperience developing debugging reverse engineering code popular programming languages e java objective c swift etc active participation capture flag ctf software hacking competitions
686,686,job job description life mission possible goals dreams hobbies things passionate important important us looking people want meaningful challenging work keep skills sharp move ahead also take time things matter friends family passions looking team members passionate mission making difference military members families lives together make happen take word military times best vets employers wayup top internship programs forbes best employers new grads forbes america best employers newsweek top loved workplaces fortune best workplaces women fortune best companies work computerworld best places work basic purpose drive significant impact value design management machine learning ml etl processes architecture data modeling promote machine learning scale collaborate closely data science development teams ensure model productionalization scalable repeatable automatable partner internal stakeholders understand business technical needs communicate present complex analytics results concepts leadership internal stakeholders stay current cutting edge research ml ai technology concepts individual contributor working team individual assignments may assist leading broader longer term efforts responsibilities lead use data drive machine learning etl pipeline design architecture data modeling machine learning scale code develop software deploys machine learning models algorithms production perform data etl statistical analytical analyses communicate insights recommendations internal external clients perform algorithmic analysis optimize runtime performance improvements discover patterns complex structured unstructured data optimize etl processes leverage machine learning algorithms optimize deliver results reducing computational complexity increasing accuracy models improving business metrics drive insights work lifecycle delivering scaling insights production implement strategies assess data quality throughout software development life cycle advise best practices software engineering data applications emphasis statistical modeling machine learning advanced analytics artificial intelligence design data models feature stores around complex large scale data machine learning use cases employ ai ml may include natural language processing nlp natural language understanding nlu semantic understanding intent classification computer vision deep learning automatic speech recognition asr create data driven culture driving business decisions via insights data identify compare technologies address new enterprise needs especially around performing machine learning scale coach mentor project team members carrying day day production support activities lead participate preparation high quality project deliverables valued business present manner easily understood project stakeholders perform duties assigned qualifications master degree computer science statistics engineering related field equivalent combination education training experience experience designing implementing large scale data loading manipulation processing exploration solutions using apache spark similar technologies background machine learning distributed systems design statistics quantitative analysis experience working raw well prepared structured unstructured data working knowledge apache spark pyspark spark sql azure databricks azure data factory azure devops microsoft azure python significant experience developing sophisticated algorithms automate processes tasks advanced knowledge current ai ml technologies concepts understands enterprise data strategies tools used vast solutions significant experience communicating presenting complex analytics results concepts leadership internal stakeholders demonstrates change management excellent communication skills desired qualifications education requirements knowledge navy federal credit union instructions standards procedures hours monday friday pm location follin lane vienna va heritage oaks dr pensacola fl navy federal hybrid standard enterprise requirement hybrid schedule report site days month number days reporting site ultimately determined employee leadership business unit needs learn throughout hiring boarding process salary range annually level annually level ii navy federal credit union assesses market data establish salary ranges enable us remain competitive paid within salary range based experience location market position posting end date job postings subject close early extend longer anticipated closing date hiring team discretion based qualified applicant volume equal employment opportunity navy federal values celebrates enacts diversity workplace navy federal takes affirmative action employ advance employment qualified individuals disabilities disabled veterans armed forces service medal veterans recently separated veterans protected veterans eoe aa f veteran disability disclaimer navy federal reserves right fill role higher lower grade level based business need assessment may required compete position bank secrecy act remains cognizant adheres navy federal policies procedures regulations pertaining bank secrecy act employee referrals position eligible talentquest employee referral program employee referred job please apply using system generated link sent
687,687,job machine learning engineerfully remote hourly contract hire months largely sustainable financial services company looking machine learning engineer join team contract hire basis months hire within role working cutting edge technology team constantly evolving innovating models services provide role machine learning engineer play major role impacting business real world business understanding using machine learning engineer concepts working cutting edge technology modeling development building machine learning models deploying models production monitoring machine learning models production technical expert ideation deployment machine learning concepts improve enhance recommendation model currently production hands focus nlp deep learning bert models gain opportunity grow within team always offering opportunities fine tune models aspects experience strong experience cloud aws gcp azure working knowledge machine learning operations mlops practices expert level python coding strong machine learning experience deep learning tools within nlp least years experience using pytorch docker kubernetes previous experience within healthcare banking financial services bonus experience working production environments experience deploying models production nvidia stack must someone go getter hacking code
688,688,job looking data scientist digital marketing culver city ca local w hybrid onsite months contract role direct client please find jd reference share thoughts interests please suggest pay rates share copy resume job title data scientist digital marketinglocation culver city ca local w hybrid onsite duration month contract role key qualificationsattains clear understanding statisticscapability code sql python r work large data setsknowledge around machine learning techniques clustering decision trees artificial neural networks regression classification keras etc experience building custom data models algorithms apply data setsunderstands digital marketing data social seo paid etcexperience creating data visualizations various programming languages javascript preferred understanding nlp techniques text representation semantic extractiondeep knowledge text representation techniques bag words sentiment analysis n grams etc ability work speak creative technical teamsability solve problems analytical mind setlooking someone years experience manipulating data sets using statistical models plus nlp extract insights visualize stakeholders responsibilitiesbuild maintain data driven optimization models experiments forecasting algorithms machine learning models better campaign performance identify trends optimize productsassess business needs translate model outputs tangible actionable findings reports marketing productproduce performance benchmarks across various digital marketing channelscreate maintain automate content taxonomies use attribution analysesdesign nlp applications utilize topic modeling understand digital consumer feedback comparison competitorscreate maintain data analytics dashboardscommunicate present findings key stakeholders educationbachelor degree equivalent preferred thanks regards
689,689,job fully remote month contract assignment large pharma pay rate based experience hr w job description contractor epidemiology data analytics accountable real world data analytics leadership within global epidemiology function pps role provides expertise real world data analysis methods within pps required draw upon experience develop data statistical analysis plan execute data analysis minimal technical oversight required able independently deliver data analysis results findings epidemiologists cross functional members necessary person able comprehensive literature review real world data methodology coding algorithm provide insights real world data analysis tools epidemiology study concepts protocols proposals responsibilities understand general advanced epidemiology research techniques apply appropriate research methods answer questions relating drug safetybe aware familiar public private resources databases relevant epidemiology use data analysisindependently manages data statistical analysis plan analyze specific epidemiology databases prepare relevant tables figures clearly communicate results findings epidemiologists cross functional members neededcontribute design observational studies including registries providing critical appraisal observational study protocols participation inter departmental cross functional committees neededbe able convert sales data exposure data overall stratified key factors e g age groups gender indications leveraging real world dataprovide epidemiology data core safety regulatory documents including limited rmps psurs briefing booksbe proficient analysis tools e g sas sql r aetion data analysis modeling visualizationdo comprehensive literature review analytics methodology coding algorithms related real world data qualifications mph ms degree epidemiology health services research pharmacy administration related field ph preferred years epidemiology public health experience master degree years experience ph degree pharmaceutical industry experience preferred proficient sas sql r related statistical software data analysis tools data analysis modeling visualization familiar real world data e g health insurance claims emrs concepts structures extensive experience manipulating analyzing databases required knowledge experience different therapeutic areas immunology oncology experience preferred
690,690,job based southern california locations malibu calabasas camarillo hrl leading edge technology conducting pioneering research advancing state art general description perform cryogenic measurements state art semiconductor spin qubit devices characterize performance physical properties part ambitious goal oriented multi disciplinary team focused maturation technology essential duties conduct low noise cryogenic experiments sensitive spin qubit devices develop new measurement techniques methods analyze results write script level code support experimental development data analysis report findings team members oral presentations written reports analyze measurement results application relevant theory modeling define approaches device improvements performance yield collaborate measurement system engineering team utilize applicable engineering analysis tools identify implement improvements qubit control interconnect environmental subsystems required skills detailed knowledge modern experimental physics techniques including troubleshooting analog electronics noise analysis familiarity scientific programming data analysis hardware interfacing specific language critical experience scientific communication technical presentations journal publications required education ph physics applied physics electrical engineering emphasis quantum devices technologies candidates additional experience may considered advanced positions physical requirements must able climb ladders use elevated test equipment must able work safely laboratory environment must able work computer extended periods special requirements u citizenship must able obtain maintain us government security clearance required compensation base salary range full time position bonus benefits salary ranges determined role level location range displayed job posting reflects minimum maximum target new hire salaries position within range individual pay determined work location additional factors including job related skills experience relevant education training recruiter share specific salary range hiring process please note compensation details listed reflect base salary include potential bonus benefits position must meet export control compliance requirements therefore u person defined c f r required u person includes u citizen lawful permanent resident refugee asylee hrl offers competitive compensation benefits package regular full time benefits include medical dental vision life insurance k match gym facilities pto growth potential exciting challenging work environment hrl laboratories equal employment opportunity employer discriminate recruiting hiring training promoting basis race ethnicity color creed religion sex sexual orientation gender gender identity genetic information national origin physical mental disability pregnancy medical condition age u military protected veteran status union membership political affiliation maintain drug free workplace perform pre employment substance abuse testing privacy policy please visit www hrl com privacy
691,691,job position remote education requirement bachelor undergraduate degree accredited program university preferably one following areas business administration mis related field equivalent experience preferred graduate degree accredited program university related field bilingual spanish experience years progressively advanced hr systems experience workday experience required preferred workday hcm certification plus years related experience training summary collaborating human resources function stakeholders system administrator responsible maintaining maturing organization use hris workday administrator responsible day day run support hris supporting daily operations part team composed human resources information technology stakeholders role help lead guide design system business process enhancements hris system administrator role manage build efforts deliver solutions effective use project management change management methodologies commitment productive vendor partner relationships successfully perform job employee may expected perform following without reasonable accommodations accordance americans disabilities act essential functions fosters leads maintains positive relationships hr key stakeholders throughout organization serves partner internal customers vendors ensure effective definition delivery hr systems organization works part team manage hris workday configuration security administration data audits corrections system updates overall functionality system including production non production tenants builds grows positive business relationships influence across hr works closely business partners understand business processes goals gaps aligns participates strategic planning analysis development business requirements hris modifications enhancements manages system improvements related development schedule expectations effective use business value ranking approach measurable deliverables delivers enhancements effective use project management ensuring quality commitment following industry standard change management practices acts internal consultant regarding system capabilities providing recommendations effective communication business leaders stakeholders analyzes current processes systems overall effectiveness recommends systems supporting business objectives best practices manages design development implementation needed ensures data integrity confidentiality within company hris hr technologies vendor systems regularly perform data audits validations corrective actions necessaryproactively utilizes technology lower costs increases effectiveness accuracy value customer satisfaction company hr systems support workday users daily operational support troubleshooting problems answering system related questions delegating access creating modifying reports resetting passwords providing end user training needed updates maintains system documentation participate scheduled meetings team decisions operations work evenings weekends holidays needed requested position maintain confidentiality areas operations maintain bcfs professional ethical standards conduct outlined bcfs employee handbook including demonstrating respect agency staff clients community members comply required dress code times performs duties assigned credentials skills abilities demonstrated ability work collaboratively co workers team member demonstrated experience leading systems related projects applying project management principles workday system administration experience required expert knowledge hr business processes ability document business processes generate clear understandable business requirementscustomer focused individual must able effectively work fast paced fluid business environment competing priorities effectively collaborate across teams demonstrated critical thinking analytic skills ability transpose organize concepts presentations must self motivated highly organized ability prioritize independently demonstrating sense urgency ability produce accurate work pressure frequent deadlines ability exercise confidentiality tact independent judgment performance duties exceptional written oral interpersonal communication skills levels organization business partners experience delivering system process training proficient microsoft office suite sharepoint word excel powerpoint access outlook maintain current licenses certificates required position pass pre employment drug screen random drug screens throughout employment provide proof work eligibility status upon request pass pre employment biennial criminal background checks nothing job description restricts management right assign reassign duties responsibilities job time nothing job description restricts management right assign reassign duties responsibilities job time company policy requires employees must receive annual influenza vaccination obtain approved exemption medical religious accommodation condition employment new hires responsible providing proof
692,692,job big client new york currently searching aws data engineer one largest retail businesses globally employees whereby working extensively aws looking build team aws data engineers support build brand new data platform aws data lake looking hire people team open hiring contract full time employees role essentials aws experiencedata modernizationdata bricksdata lakedata factoryaws certifications plus
693,693,job career opportunity data analyst better business bureau cincinnati oh highly organized focus turning data actionable information curious like problem solving ready join organization engaged local community join bbb cincinnati better business bureau cincinnati seeking data analyst turn data information information insight insight sound business recommendations decisions across areas organization position primarily responsible data analytics reporting support organization strategic direction work closely leadership understand focus analytical needs including identifying critical metrics kpis delivering actionable insights relevant decision makers qualifications successful role must also skilled communicator approaches issues curiosity uses collaborative problem solving approach specific qualifications include bachelor degree data analytics mathematics computer science economics statistics preferredproven experience data analyst roleanalytical mindset problem solving aptitude attention detailstrong r python sql skillsexperience tableauproficient adobe google analytics ms office google applicationsproven experience willingness learn technical operations etl data base operationsdemonstrated organizational time management prioritization skillsexcellent oral written communication skillsability collaborate effectively work part team bbb standard ethics region offer work environment ethics integrity collaboration passion serving community apply today come join team learn bbb https www bbb org local bbb bbb cincinnati apply online https grnh se ddcaus email job strategichrinc com join great team employer eeo f v bbb equal opportunity employer discriminate employees applicants basis legally protected activity status including limited race color sex including pregnancy sexual orientation gender identity expression religion national origin ethnicity age disability genetic history military veteran status salary history
694,694,job headquartered brisbane ca caredx inc leading precision medicine solutions company focused discovery development commercialization clinically differentiated high value healthcare solutions transplant patients caregivers caredx offers products testing services digital healthcare solutions along pre post transplant patient journey leading provider genomics based information transplant patients r scientist research development scientist lead conduct product development activities new assays utilizing innovative technologies including next generation sequencing role includes liaising cross functional teams including software development team technical support field application specialists product managers regulatory quality operations onsite position caredx inc west chester pa travel required throughout year attend national international conferences visit customer laboratories key opinion leaders kols discussion collaborative studies obtain voice customer may include advanced troubleshooting technical issues employee position may work environment visits facilities safety environmental health concerns may demand constant attention adherence corporate plant policies rules regulations areas required important aspect caredx culture passionate willing roll sleeves get job done looking staff member fits expectation prosper culture responsibilities include necessarily limited developing executing research plans defining project timelines milestones report progress development projects lab products leadership team lplt project management office pmo engage early access testing laboratories key opinion leaders kols product evaluation validation testing new products ensure assay development synchronized appropriate software development liaise appropriate caredx quality assurance qa regulatory affairs ra personnel ensure development activities performed compliance appropriate regulatory requirements responsible collation laboratory medical device technical documentation final qa review approval meet direct supervisor vp head r required coordinate perform training r technicians assess competency assist development training material instructions use ifu new products serve subject matter expert sme developed supported products provide consultation technical support team including advanced troubleshootingattend present hla transplant focused conferences preparation review laboratory protocols procedures necessary includes review approval manufacturing checklists qc testing protocols skills knowledge experience qualifications minimum requirement degree molecular genetics molecular biology biological science medical science equivalent years experience working histocompatibility immunogeneticsexperience next generation sequencing ngs technology preferredexperience designing optimizing pcr sequencing assays preferredexperience working iso quality management system preferredability independently design experiments analyze data work effectively team settingdemonstrated experience research development medical devices similar development manufacturing industry experience project management preferredthis position requires strong problem solving skills excellent oral written communication skills additional details every individual caredx direct impact collective mission improve lives organ transplant patients worldwide believe taking great care people take even greater care patients competitive total rewards package includes competitive base salary incentive compensationhealth welfare benefits including gym reimbursement program k savings plan matchemployee stock purchase planpre tax commuter benefitsand addition living donor employee recovery policy allows days paid leave annually full time employee makes selfless act donating organ bone marrow products making difference lives transplant patients today promising pipeline future exciting time part caredx team join us partnering transplant patients transform future together caredx inc equal opportunity employer participates e verify program accept resumes headhunters placement agencies suppliers signed formal agreement us
695,695,job title associate scientist location devens start date asap responsibilities associate scientist manufacturing sciences technology global capabilities materials science support materials science group life cycle management consumables single use systems utilized biopharmaceuticals commercial manufacturing operations provide technical expertise single use systems implementation including authorship qualification validation technical documentation support project teams support consumable specification updates development evaluate manage supplier change notifications single use systems component design manufacturing process specification etc maintain gmp compliance perform material assessments determine suitability new alternate single use systems collaborate closely manufacturing manufacturing technology quality assurance quality control supply chain global procurement cross functional teams requirements b chemical biochemical material science engineering chemistry awareness cgmp compliance regulatory agency requirements demonstrated problem solving ability strong oral communication technical writing skills system one subsidiaries including joulé alta services cm access mountain ltd leaders delivering outsourced services workforce solutions across north america help clients get work done efficiently economically without compromising quality system one serves valued partner clients offer eligible employees health welfare benefits coverage options including medical dental vision spending accounts life insurance voluntary plans well participation k plan system one equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex including pregnancy childbirth related medical conditions sexual orientation gender identity age national origin disability family care medical leave status genetic information veteran status marital status characteristic protected applicable federal state local law
